Name,Type,RA,Dec,Mag,MajAx,Constellation,CommonName
IC3443,G,12.521036,12.331778,15.03,0.55,Vir,
IC3445,G,12.522064,12.738000,15.95,0.47,Vir,
IC3451,G,12.523353,28.855194,14.65,0.68,Com,
IC3457,G,12.530928,12.657000,14.64,1.00,Vir,
IC3461,G,12.534094,11.890083,14.51,0.73,Vir,
IC3465,G,12.536733,12.061556,16.16,0.44,Vir,
IC3467,G,12.540158,11.787583,15.40,0.96,Vir,
IC3470,G,12.539831,11.262972,13.85,0.95,Vir,
IC3475,G,12.544739,12.771000,13.38,1.56,Vir,
IC3476,G,12.544967,14.050444,12.84,1.67,Com,
IC3481,G,12.547850,11.404389,13.67,0.87,Vir,
IC3483,G,12.552794,11.347333,14.18,0.87,Vir,
IC3490,G,12.553861,10.928528,15.47,0.59,Vir,
IC3492,G,12.555494,12.853444,15.30,0.70,Vir,
IC3499,G,12.562500,10.995722,13.27,1.61,Vir,
IC3506,G,12.568539,12.741611,15.93,0.71,Vir,
IC3509,G,12.569869,12.048972,14.25,1.01,Vir,
IC3528,G,12.582194,15.565611,15.20,0.33,Com,
IC3551,HII,12.598253,27.964167,,,Com,
IC3552,HII,12.598306,27.993889,,,Com,
IC3555,HII,12.598875,27.988889,,,Com,
IC3563,HII,12.602006,27.927361,,,Com,
IC3568,PN,12.551883,82.563917,10.60,0.38,Cam,
IC3576,G,12.610467,6.620889,14.97,2.30,Vir,
IC3581,G,12.610586,24.429028,14.06,0.79,Com,
IC3599,G,12.628111,26.707667,15.60,0.51,Com,
IC3617,G,12.656944,7.965833,14.27,0.74,Vir,
IC3635,G,12.670383,12.874778,14.65,0.85,Vir,
IC3639,G,12.681347,-36.755861,13.32,1.24,Cen,
IC3653,G,12.687703,11.387250,13.71,0.62,Vir,
IC3687,G,12.704194,38.503333,13.35,3.34,CVn,
IC3721,G,12.748089,18.755250,13.73,0.96,Com,
IC3730,G,12.751822,21.169583,14.57,0.55,Com,
IC3735,G,12.755672,13.692667,13.94,1.18,Com,
IC3779,G,12.789067,12.166417,14.82,0.90,Vir,
IC3808,G,12.816322,40.595917,17.19,0.95,CVn,
IC3829,G,12.870361,-29.840667,11.70,3.41,Hya,
IC3834,G,12.859000,-14.221389,14.20,0.95,Crv,
IC3896,G,12.945342,-50.346861,11.31,3.05,Cen,
IC3943,G,12.976764,28.113750,14.13,0.92,Com,
IC3946,G,12.980200,27.810389,13.99,0.86,Com,
IC3947,G,12.981139,27.785056,14.61,0.66,Com,
IC3949,G,12.982225,27.833361,14.24,1.01,Com,
IC3955,G,12.985008,27.996694,14.40,0.77,Com,
IC3957,G,12.985414,27.767778,14.72,0.56,Com,
IC3959,G,12.985611,27.784139,14.03,0.70,Com,
IC3960,G,12.985544,27.855000,14.86,0.55,Com,
IC3963,G,12.987083,27.774611,14.72,0.70,Com,
IC3964,*,12.987147,27.850944,15.91,,Com,
IC3968,G,12.990414,27.973194,15.32,0.44,Com,
IC3973,G,12.991894,27.884222,14.36,0.76,Com,
IC3976,G,12.991500,27.850139,14.72,0.66,Com,
IC3990,G,12.994197,28.895528,14.00,0.87,Com,
IC3991,G,12.994386,28.926583,14.36,0.91,Com,
IC3998,G,12.996328,27.973861,14.57,0.56,Com,
IC4011,G,13.001775,28.004139,15.10,0.40,Com,
IC4012,G,13.002219,28.078556,14.93,0.51,Com,
IC4021,G,13.004094,28.041306,14.69,0.40,Com,
IC4026,G,13.006150,28.047000,14.59,0.58,Com,
IC4030,G,13.007769,27.955972,15.39,0.53,Com,
IC4032,G,13.007125,28.867806,14.68,0.60,Com,
IC4033,G,13.007886,27.972417,15.21,0.50,Com,
IC4040,G,13.010536,28.057361,14.82,0.78,Com,
IC4041,G,13.011347,27.996611,14.42,0.61,Com,
IC4042,G,13.011881,27.971389,14.13,0.72,Com,
IC4044,G,13.013169,27.922167,15.47,0.48,Com,
IC4045,G,13.013511,28.090778,13.88,0.79,Com,
IC4051,G,13.014322,28.042806,13.61,0.96,Com,
IC4110,G,13.049525,19.226972,16.57,0.20,Com,
IC4119,G,13.054214,19.232778,17.44,0.43,Com,
IC4122,G,13.056786,20.196917,14.16,0.84,Com,
IC4130,G,13.062942,19.271528,14.30,1.20,Com,
IC4139,G,13.067819,19.294972,15.41,0.64,Com,
IC4141,G,13.068814,19.210639,15.31,0.66,Com,
IC4146,G,13.069550,19.278250,15.93,0.52,Com,
IC4148,G,13.069636,19.259167,16.70,0.41,Com,
IC4165,G,13.082489,39.924917,17.95,0.64,CVn,
IC4170 NED01,G,13.093053,21.134944,12.70,0.51,Com,
IC4180,G,13.115692,-23.917111,13.60,1.38,Hya,
IC4182,G,13.097094,37.604889,11.61,6.01,CVn,
IC4191,PN,13.146453,-67.643750,10.60,0.08,Mus,
IC4197,G,13.134536,-23.796861,12.48,1.84,Hya,
IC4200,G,13.159656,-51.968583,13.82,1.69,Cen,
IC4212,G,13.200831,-6.992500,13.69,0.33,Vir,
IC4214,G,13.295192,-32.101694,11.40,2.96,Cen,
IC4215,G,13.271342,25.405222,13.88,1.55,Com,
IC4218,G,13.284281,-2.261278,14.73,1.20,Vir,
IC4219,G,13.308261,-31.630889,12.99,1.12,Cen,
IC4247,G,13.445675,-30.362417,14.28,1.38,Cen,
IC4248,G,13.446450,-29.881361,14.80,1.04,Hya,
IC4249,G,13.451822,-27.956389,13.92,1.43,Hya,
IC4252,G,13.457778,-27.324778,13.05,2.00,Hya,
IC4253,G,13.458992,-27.872139,14.80,1.41,Hya,
IC4255,G,13.466700,-27.354306,13.37,1.34,Hya,
IC4271 NED02,G,13.489253,37.409667,15.00,0.30,CVn,
IC4275,G,13.530917,-29.732389,16.60,0.95,Hya,
IC4280,G,13.548167,-24.207139,12.84,1.13,Hya,
IC4290,G,13.588772,-28.021806,13.32,1.35,Hya,
IC4291,OCl,13.615669,-62.093111,9.70,5.10,Cen,
IC4293,G,13.600628,-25.882306,13.50,2.19,Hya,
IC4296,G,13.610842,-33.965833,10.51,4.62,Cen,
IC4299,G,13.613189,-34.065806,12.66,1.87,Cen,
IC4316,G,13.671781,-28.892222,13.97,1.38,Hya,
IC4327,G,13.812167,-30.217500,13.91,1.15,Cen,
IC4329,G,13.818142,-30.295861,10.97,4.74,Cen,
IC4336,G,13.845381,39.706778,14.00,1.37,CVn,
IC4339,*,13.891342,37.539028,11.50,,CVn,
IC4351,G,13.965072,-29.315722,11.62,6.55,Hya,
IC4366,G,14.086522,-33.760111,12.74,1.63,Cen,
IC4393,G,14.296931,-31.349083,13.74,2.30,Cen,
IC4395,G,14.289189,26.857444,15.00,1.16,Boo,
IC4396,G,14.291733,28.800000,14.99,0.63,Boo,
IC4397,G,14.299644,26.412556,14.10,1.08,Boo,
IC4402,G,14.353636,-46.297889,11.82,5.78,Lup,
IC4406,PN,14.374022,-44.150194,10.20,0.58,Lup,
IC4421,G,14.475364,-37.583750,12.37,1.43,Cen,
IC4441,G,14.527394,-43.418444,11.84,1.95,Lup,
IC4448,G,14.674433,-78.809222,13.51,1.10,Aps,
IC4453,G,14.574625,-27.518556,12.19,2.09,Hya,
IC4499,GCl,15.005347,-82.213500,8.56,5.10,Aps,
IC4514,G,14.848733,27.578528,16.98,0.83,Boo,
IC4516,G,14.906514,16.355278,14.22,1.36,Boo,
IC4538,G,15.353225,-23.658417,12.38,2.48,Lib,
IC4546,G,15.449558,28.852611,15.54,0.70,CrB,
IC4553,G,15.582569,23.503139,13.19,1.11,Se1,
IC4566,G,15.611711,43.539333,13.27,1.35,Boo,
IC4585,G,16.004900,-66.322278,12.32,1.58,TrA,
IC4590,G,16.139208,28.478694,14.90,0.65,CrB,
IC4591,HII,16.205044,-27.927750,,12.00,Sco,
IC4592,RfN,16.199631,-19.454667,,60.00,Sco,
IC4593,PN,16.195694,12.071389,10.70,0.66,Her,
IC4599,PN,16.323103,-42.260139,,0.24,Sco,
IC4601,Neb,16.338278,-20.087306,,20.00,Sco,
IC4603,Neb,16.423467,-24.468361,,20.00,Oph,
IC4604,Neb,16.425325,-23.436583,,60.00,Oph,rho Oph Nebula
IC4605,Neb,16.503467,-25.115167,,30.00,Sco,
IC4608,G,16.781661,-77.488694,13.66,0.86,Aps,
IC4618,G,16.963892,-76.992972,12.60,1.69,Aps,
IC4628,Neb,16.949564,-40.450972,,89.13,Sco,
IC4634,PN,17.025997,-21.825972,10.90,0.14,Oph,
IC4637,PN,17.086339,-40.886361,12.50,0.31,Sco,
IC4638,G,17.020472,33.513194,15.54,0.68,Her,
IC4642,PN,17.195894,-55.399000,,0.28,Ara,
IC4646,G,17.398108,-59.999389,12.33,2.77,Ara,
IC4651,OCl,17.413650,-49.938250,6.90,9.60,Ara,
IC4653,G,17.451994,-60.879583,12.55,1.61,Ara,
IC4662,G,17.785797,-64.641750,11.10,2.09,Pav,
IC4663,PN,17.757833,-44.904861,12.50,0.22,Sco,
IC4664,G,17.816275,-63.254528,12.93,1.67,Pav,
IC4665,OCl,17.774217,5.648722,4.20,24.60,Oph,
IC4670,PN,17.918611,-21.744250,13.28,0.08,Sgr,
IC4673,PN,18.055111,-27.106111,13.00,0.25,Sgr,
IC4678,Neb,18.109297,-23.954444,,,Sgr,
IC4681,*,18.138889,-23.432028,9.10,,Sgr,
IC4684,RfN,18.152344,-23.435444,,3.00,Sgr,
IC4685,Neb,18.154861,-23.987250,,15.00,Sgr,
IC4686,G,18.227400,-57.732528,14.18,0.78,Pav,
IC4687,G,18.227675,-57.725361,14.30,1.15,Pav,
IC4689,G,18.227856,-57.748194,14.30,0.91,Pav,
IC4699,PN,18.309108,-45.983083,13.00,0.08,Tel,
IC4701,Neb,18.276594,-16.648278,,60.00,Sgr,
IC4703,Neb,18.315617,-13.845389,6.00,5.05,Se2,Eagle Nebula
IC4704,G,18.464900,-71.609861,12.02,2.70,Pav,
IC4705,G,18.469533,-71.693944,12.78,1.73,Pav,
IC4706,Neb,18.326928,-16.031278,,3.47,Sgr,
IC4707,Neb,18.331642,-16.009250,,3.47,Sgr,
IC4710,G,18.477214,-66.982278,12.00,3.49,Pav,
IC4712,G,18.518589,-71.693667,12.19,1.99,Pav,
IC4713,G,18.499817,-67.224389,13.53,0.91,Pav,
IC4715,*Ass,18.282256,-18.514556,4.50,120.00,Sgr,Small Sgr Star Cloud
IC4717,G,18.554792,-57.975722,13.23,1.78,Pav,
IC4718,G,18.563933,-60.129111,12.95,1.67,Pav,
IC4719,G,18.553206,-56.732194,13.98,1.47,Tel,
IC4721,G,18.573544,-58.496611,11.82,5.30,Pav,
IC4725,OCl,18.529658,-19.114944,4.60,14.10,Sgr,
IC4729,G,18.665675,-67.425694,12.18,1.31,Pav,
IC4731,G,18.645272,-62.943028,12.69,1.55,Pav,
IC4732,PN,18.565167,-22.644722,12.10,0.07,Sgr,
IC4742,G,18.697936,-63.862083,12.08,2.11,Pav,
IC4753,G,18.725728,-62.107944,12.88,0.87,Pav,
IC4756,OCl,18.647642,5.462167,4.60,24.00,Se2,
IC4764,G,18.785436,-63.484556,13.85,1.42,Pav,
IC4765,G,18.788314,-63.331333,11.19,3.79,Pav,
IC4766,G,18.793269,-63.292167,13.48,1.23,Pav,
IC4767,G,18.794925,-63.405667,13.16,2.00,Pav,
IC4769,G,18.795569,-63.157000,14.10,1.81,Pav,
IC4770,G,18.802869,-63.383444,13.15,0.78,Pav,
IC4776,PN,18.764083,-33.343056,10.80,0.12,Sgr,
IC4777,G,18.803139,-53.147611,14.63,0.94,Tel,
IC4796,G,18.941067,-54.213944,12.30,1.95,Tel,
IC4797,G,18.941578,-54.305778,11.32,2.62,Tel,
IC4806,G,19.025192,-57.532056,12.23,2.40,Pav,
IC4808,G,19.018783,-45.313722,12.65,2.26,CrA,
IC4810,G,19.049919,-56.159722,12.67,4.04,Tel,
IC4812,Neb,19.017675,-37.060333,,10.00,CrA,
IC4813,G,19.094919,-66.522056,12.57,1.31,Pav,
IC4820,G,19.153753,-63.465500,14.60,1.36,Pav,
IC4831,G,19.245511,-62.272611,12.08,3.67,Pav,
IC4832,G,19.234408,-56.610722,12.72,2.54,Tel,
IC4836,G,19.271647,-60.200333,12.58,1.59,Pav,
IC4837,G,19.254067,-54.661417,12.59,2.25,Tel,
IC4837A,G,19.254492,-54.132500,11.71,4.47,Tel,
IC4838,G,19.279475,-61.614500,13.64,1.36,Pav,
IC4839,G,19.259478,-54.626694,13.66,2.16,Tel,
IC4840,G,19.264358,-56.209083,13.68,1.13,Tel,
IC4842,G,19.323464,-60.644250,12.45,2.22,Pav,
IC4845,G,19.339581,-60.389167,11.97,1.95,Pav,
IC4846,PN,19.274528,-9.043611,11.90,0.03,Aql,
IC4850,Nova,19.340025,-0.133556,20.41,,Aql,
IC4852,G,19.440372,-60.336056,12.93,1.71,Pav,
IC4863,**,19.464358,-36.216889,11.38,,Sgr,
IC4864,G,19.668381,-77.558167,13.56,1.76,Oct,
IC4866,G,19.576319,-61.145778,12.97,1.64,Pav,
IC4868,**,19.559278,-45.892694,10.56,,Tel,
IC4870,G,19.627111,-65.811833,14.62,1.67,Pav,
IC4889,G,19.754208,-54.344139,11.22,2.99,Tel,
IC4892,G,19.825447,-70.227444,14.91,1.82,Pav,
IC4901,G,19.906536,-58.713556,11.65,3.68,Pav,
IC4931,G,20.013989,-38.575056,11.88,2.28,Sgr,
IC4933,G,20.058067,-54.979944,12.35,2.08,Tel,
IC4938,G,20.103250,-60.211611,12.69,0.46,Pav,
IC4943,G,20.107850,-48.375611,12.67,1.33,Tel,
IC4946,G,20.399464,-43.995278,11.92,2.50,Sgr,
IC4947,G,20.125486,-53.142444,13.87,0.76,Tel,
IC4951,G,20.158825,-61.850472,13.84,3.07,Pav,
IC4954,HII,20.079172,29.252806,,3.00,Vul,
IC4955,Neb,20.081264,29.192611,,2.09,Vul,
IC4965,G,20.207589,-56.826778,13.74,1.23,Pav,
IC4970,G,20.282597,-70.749750,13.82,1.66,Pav,
IC4972,G,20.295200,-70.915111,13.44,1.01,Pav,
IC4974 NED01,G,20.257258,-61.857667,14.36,0.84,Pav,
IC4981,G,20.327556,-70.848528,12.51,1.07,Pav,
IC4991,G,20.306467,-41.050167,11.54,2.91,Sgr,
IC4995,G,20.333047,-52.621972,14.06,1.19,Tel,
IC4996,OCl,20.275908,37.555278,7.30,6.00,Cyg,
IC4997,PN,20.335778,16.731667,10.50,0.03,Sge,
IC5003,G,20.720650,-29.853389,12.93,2.36,Mic,
IC5007,G,20.726236,-29.703639,12.55,2.31,Mic,
IC5011,G,20.476061,-36.027111,11.84,3.01,Mic,
IC5017,G,20.534397,-57.587694,13.92,0.97,Ind,
IC5020,G,20.510692,-33.485556,12.30,2.33,Mic,
IC5032,G,20.756119,-67.551889,13.02,1.30,Pav,
IC5038,G,20.781014,-65.016806,13.48,1.51,Pav,
IC5042,G,20.796117,-65.084306,13.35,1.10,Pav,
IC5049B,G,20.789953,-38.418278,13.60,1.78,Mic,
IC5052,G,20.868214,-69.201639,11.34,7.16,Pav,
IC5053,G,20.893392,-71.141222,13.16,2.09,Pav,
IC5054,G,20.895950,-71.024750,13.23,2.23,Pav,
IC5063,G,20.867317,-57.068778,12.45,2.69,Ind,
IC5065,G,20.862722,-29.847278,13.60,1.50,Mic,
IC5068,HII,20.841600,42.477694,,40.00,Cyg,
IC5070,HII,20.850200,44.401500,,60.00,Cyg,Pelican Nebula
IC5076,RfN,20.925950,47.395556,,7.00,Cyg,
IC5078,G,21.042019,-16.818306,12.65,3.24,Cap,
IC5086,G,21.142225,-29.769056,12.84,1.75,Mic,
IC5101,G,21.365492,-65.836056,13.32,1.10,Pav,
IC5104,G,21.358125,21.241972,13.82,1.48,Peg,
IC5105,G,21.406114,-40.537722,11.60,2.98,Mic,
IC5106,G,21.477258,-70.834583,14.40,1.51,Pav,
IC5110,G,21.512053,-60.001833,13.29,1.37,Ind,
IC5117,PN,21.541936,44.596556,11.50,0.02,Cyg,
IC5131,G,21.790364,-34.883667,12.33,1.62,PsA,
IC5132,Neb,21.711169,66.168444,,,Cep,
IC5133,Neb,21.713094,66.181139,,,Cep,
IC5134,Neb,21.716300,66.102833,,7.59,Cep,
IC5146,Cl+N,21.891322,47.266917,7.20,10.00,Cyg,Cocoon Nebula
IC5148,PN,21.993111,-39.385833,11.00,2.30,Gru,
IC5152,G,22.044864,-51.296444,10.68,5.13,Ind,
IC5154,G,22.075081,-66.112389,15.80,0.86,Ind,
IC5156,G,22.054131,-33.838444,12.16,2.28,PsA,
IC5169,G,22.169439,-36.088611,14.27,2.05,PsA,
IC5179,G,22.269194,-36.843722,12.03,1.01,Gru,
IC5181,G,22.222694,-46.017611,11.48,2.65,Gru,
IC5186,G,22.312922,-36.801583,11.93,2.11,Gru,
IC5201,G,22.349289,-46.035861,11.37,6.70,Gru,
IC5217,PN,22.398806,50.966667,11.30,0.11,Lac,
IC5222,G,22.498550,-65.661361,12.75,1.96,Tuc,
IC5240,G,22.697883,-44.767167,11.66,3.20,Gru,
IC5243,G,22.690164,23.374639,14.49,0.74,Peg,
IC5250A,G,22.788194,-65.059722,11.11,1.51,Tuc,
IC5256,G,22.829392,-68.690667,14.42,1.20,Ind,
IC5262,G,22.922347,-33.887917,13.21,1.35,PsA,
IC5267,G,22.953769,-43.396139,10.43,5.58,Gru,
IC5269,G,22.962128,-36.026222,12.24,1.84,PsA,
IC5271,G,22.967172,-33.742222,11.54,3.00,PsA,
IC5273,G,22.990750,-37.702889,11.45,3.07,Gru,
IC5283,G,23.055000,8.893611,13.92,1.15,Peg,
IC5285,G,23.116372,22.936472,13.03,1.32,Peg,
IC5287,G,23.155631,0.756500,14.80,0.91,Psc,
IC5289 NED02,G,23.188139,-32.451861,15.40,1.15,Scl,
IC5298,G,23.266861,25.556694,14.90,0.79,Peg,
IC5309,G,23.319903,8.109306,13.56,1.29,Psc,
IC5322,G,23.475225,-67.761333,15.30,0.77,Tuc,
IC5324,G,23.471597,-67.821361,13.98,1.26,Tuc,
IC5325,G,23.478731,-41.333472,11.28,2.88,Phe,
IC5328,G,23.554572,-45.015972,11.37,2.99,Phe,
IC5332,G,23.574303,-36.101083,10.03,6.07,Scl,
IC5336 NED01,G,23.605200,21.099472,15.98,0.49,Peg,
IC5336 NED02,G,23.605678,21.096722,15.59,0.59,Peg,
IC5337,G,23.606953,21.150556,14.72,0.96,Peg,
IC5338,G,23.608453,21.146000,13.74,1.26,Peg,
IC5345,G,23.658953,-22.413333,14.19,0.74,Aqr,
IC5350,G,23.787397,-27.957722,13.68,1.03,Scl,
IC5353,G,23.791275,-28.109472,13.05,1.79,Scl,
IC5358,G,23.795844,-28.140750,12.63,1.48,Scl,
IC5362,G,23.860203,-28.365056,12.85,1.56,Scl,
NGC0001,G,0.121067,27.708083,12.93,1.57,Peg,
NGC0002,G,0.121419,27.678361,14.17,0.95,Peg,
NGC0003,G,0.121333,8.301639,13.40,1.02,Psc,
NGC0007,G,0.139156,-29.915000,13.84,2.47,Scl,
NGC0008,**,0.145917,23.838889,15.32,,Peg,
NGC0010,G,0.142928,-33.858333,12.49,2.35,Scl,
NGC0012,G,0.145764,4.612528,13.18,1.52,Psc,
NGC0014,G,0.146222,15.815556,12.44,1.53,Peg,
NGC0016,G,0.151192,27.729417,12.00,1.74,Peg,
NGC0017,G,0.185153,-12.107306,13.52,1.15,Cet,
NGC0023,G,0.164836,25.923778,11.98,1.55,Peg,
NGC0024,G,0.165706,-24.963139,11.52,6.18,Scl,
NGC0025,G,0.166467,-57.020833,15.50,1.43,Phe,
NGC0040,PN,0.216953,72.521944,11.89,0.80,Cep,Bow-Tie nebula
NGC0045,G,0.234442,-23.182083,10.44,6.18,Cet,
NGC0046,*,0.236072,5.987694,11.68,,Psc,
NGC0053,G,0.245236,-60.328750,12.64,1.54,Tuc,
NGC0055,G,0.248222,-39.196639,8.54,29.85,Scl,
NGC0057,G,0.258575,17.328528,11.65,2.11,Psc,
NGC0059,G,0.256981,-21.444389,12.45,2.38,Cet,
NGC0060,G,0.266178,-0.303528,14.86,1.03,Psc,
NGC0063,G,0.295978,11.450333,12.53,1.72,Psc,
NGC0069,G,0.305697,30.039972,14.71,0.60,And,
NGC0070,G,0.306261,30.079583,14.50,1.69,And,
NGC0071,G,0.306550,30.063250,14.09,1.95,And,
NGC0072,G,0.307881,30.040694,13.56,1.16,And,
NGC0072A,G,0.309528,30.036389,14.64,0.38,And,
NGC0078A,G,0.340497,0.826333,13.72,1.17,Psc,
NGC0078B,G,0.340975,0.833556,13.50,1.00,Psc,
NGC0080,G,0.353014,22.357194,12.30,1.82,And,
NGC0083,G,0.356222,22.433611,12.55,1.25,And,
NGC0087,G,0.353964,-48.628222,14.26,0.86,Phe,
NGC0088,G,0.356144,-48.640167,14.41,0.85,Phe,
NGC0089,G,0.356767,-48.665306,13.49,1.24,Phe,
NGC0090,G,0.364278,22.400000,13.77,0.98,And,
NGC0092,G,0.358806,-48.624750,13.19,1.65,Phe,
NGC0093,G,0.367564,22.408083,13.27,1.30,And,
NGC0095,G,0.370428,10.491583,12.61,1.46,Psc,
NGC0098,G,0.380428,-45.269000,12.70,1.62,Phe,
NGC0099,G,0.399831,15.770417,13.78,1.05,Psc,
NGC0100,G,0.400789,16.486389,13.21,3.55,Psc,
NGC0101,G,0.398503,-32.536167,12.84,1.93,Scl,
NGC0103,OCl,0.421222,61.323472,9.80,2.70,Cas,
NGC0104,GCl,0.401489,-72.081444,4.09,31.80,Tuc,47 Tuc Cluster
NGC0105,G,0.421328,12.883861,13.20,0.81,Psc,
NGC0109,G,0.437400,21.807306,13.74,1.05,And,
NGC0118,G,0.454506,-1.780139,14.83,0.80,Cet,
NGC0119,G,0.449336,-56.978056,15.70,1.20,Phe,
NGC0121,GCl,0.446736,-71.535667,11.24,3.80,Tuc,
NGC0125,G,0.480608,2.838861,12.34,1.40,Psc,
NGC0128,G,0.487517,2.864056,11.63,3.16,Psc,
NGC0129,OCl,0.499497,60.211167,6.50,5.40,Cas,
NGC0131,G,0.494033,-33.259750,13.21,1.81,Scl,
NGC0133,OCl,0.521378,63.352611,9.40,2.10,Cas,
NGC0134,G,0.506103,-33.244028,10.31,8.38,Scl,
NGC0137,G,0.516139,10.208417,12.79,1.38,Psc,
NGC0145,G,0.529372,-5.152639,12.75,1.76,Cet,
NGC0146,OCl,0.551094,63.309000,9.10,3.60,Cas,
NGC0147,G,0.553367,48.508750,9.72,9.40,Cas,
NGC0148,G,0.570972,-31.786000,12.16,1.98,Scl,
NGC0150,G,0.570967,-27.803583,11.41,3.54,Scl,
NGC0151,G,0.567442,-9.705333,11.66,3.74,Cet,
NGC0152,OCl,0.547906,-73.120389,12.26,3.00,Tuc,
NGC0157,G,0.579656,-8.396444,13.11,3.70,Cet,
NGC0160,G,0.601128,23.957889,12.66,1.98,And,
NGC0163,G,0.599953,-10.121694,12.74,1.43,Cet,
NGC0165,G,0.608033,-10.106167,13.19,1.63,Cet,
NGC0169,G,0.614333,23.990917,13.10,1.53,And,
NGC0169A,G,0.614536,23.984972,13.68,0.83,And,
NGC0171,G,0.622647,-19.934250,12.25,2.06,Cet,
NGC0172,G,0.620447,-22.587028,13.52,2.04,Cet,
NGC0176,OCl,0.599408,-73.166389,13.01,1.20,Tuc,
NGC0178,G,0.652333,-14.172833,12.57,2.11,Cet,
NGC0179,G,0.629522,-17.849472,13.21,1.12,Cet,
NGC0182,G,0.636772,2.728556,12.57,1.86,Psc,
NGC0183,G,0.641497,29.511222,12.74,1.02,And,
NGC0185,G,0.649436,48.337389,9.20,12.94,Cas,
NGC0188,OCl,0.790981,85.269639,8.10,17.70,Cep,
NGC0189,OCl,0.659917,61.094472,8.80,2.70,Cas,
NGC0192,G,0.653731,0.864333,12.64,2.06,Cet,
NGC0193,G,0.655164,3.331111,12.30,2.07,Psc,
NGC0194,G,0.655117,3.037444,12.13,1.73,Psc,
NGC0195,G,0.659942,-9.194528,13.45,1.22,Cet,
NGC0196,G,0.654956,0.912750,13.49,1.27,Cet,
NGC0197,G,0.655219,0.891917,13.53,0.94,Cet,
NGC0200,G,0.659689,2.887444,12.65,1.80,Psc,
NGC0201,G,0.659672,0.859889,12.99,1.71,Cet,
NGC0204,G,0.662297,3.299583,12.96,1.40,Psc,
NGC0205,G,0.672800,41.685306,8.15,16.22,And,
NGC0210,G,0.676394,-13.872806,11.12,4.98,Cet,
NGC0212,G,0.670369,-56.153028,15.40,1.91,Phe,
NGC0214,G,0.691119,25.499444,12.21,1.87,And,
NGC0216,G,0.690875,-21.045444,13.21,1.35,Cet,
NGC0217,G,0.692747,-10.021417,12.10,3.20,Cet,
NGC0220,OCl,0.674969,-73.403972,14.39,1.20,Tuc,
NGC0221,G,0.711619,40.865278,8.13,7.74,And,
NGC0222,OCl,0.678808,-73.385694,12.64,1.20,Tuc,
NGC0224,G,0.712319,41.269056,3.44,177.83,And,Andromeda Galaxy
NGC0225,OCl,0.726772,61.766944,7.00,4.20,Cas,
NGC0227,G,0.710231,-1.528778,12.16,1.91,Cet,
NGC0231,OCl,0.685119,-73.352417,12.87,1.80,Tuc,
NGC0235A,G,0.714669,-23.541028,13.55,1.38,Cet,
NGC0237,G,0.724400,-0.124917,13.60,1.30,Cet,
NGC0238,G,0.723819,-50.182833,12.51,2.02,Phe,
NGC0245,G,0.768164,-1.723389,12.35,1.20,Cet,
NGC0246,PN,0.784267,-11.871944,10.90,4.08,Cet,
NGC0247,G,0.785708,-20.760389,9.21,19.68,Cet,
NGC0249,HII,0.759128,-73.080083,,1.10,Tuc,
NGC0251,G,0.798342,19.596833,12.60,1.73,Psc,
NGC0252,G,0.800417,27.623639,12.49,1.62,And,
NGC0253,G,0.792533,-25.288222,11.11,26.79,Scl,Sculptor Filament
NGC0254,G,0.791003,-31.421750,11.67,2.77,Scl,
NGC0255,G,0.796475,-11.468694,11.93,2.04,Cet,
NGC0256,OCl,0.764814,-73.506833,12.50,0.90,Tuc,
NGC0257,G,0.800419,8.297083,12.62,1.83,Psc,
NGC0261,Neb,0.774419,-73.103639,,1.30,Tuc,
NGC0262,G,0.813094,31.956972,14.38,1.17,And,
NGC0265,OCl,0.786156,-73.477167,12.17,1.20,Tuc,
NGC0266,G,0.829944,32.277722,11.82,2.92,Psc,
NGC0268,G,0.835989,-5.193722,13.03,1.42,Cet,
NGC0269,OCl,0.806119,-73.531528,12.59,1.20,Tuc,
NGC0273,G,0.846792,-6.885694,12.92,1.96,Cet,
NGC0275,G,0.851167,-7.066667,12.43,1.75,Cet,
NGC0278,G,0.867864,47.550500,10.85,2.36,Cas,
NGC0281,HII,0.883153,56.621889,,35.00,Cas,
NGC0288,GCl,0.879847,-26.589889,8.13,9.60,Scl,
NGC0289,G,0.878433,-31.205833,11.18,3.36,Scl,
NGC0290,OCl,0.853939,-73.161528,11.71,1.10,Tuc,
NGC0291,G,0.891644,-8.767806,14.64,0.98,Cet,
NGC0292,G,0.879106,-72.828611,2.30,299.92,Tuc,Small Magellanic Cloud
NGC0294,OCl,0.884642,-73.380361,12.24,1.70,Tuc,
NGC0296,G,0.918753,31.542278,12.29,2.23,Psc,
NGC0299,OCl,0.890019,-72.197111,11.73,0.90,Tuc,
NGC0300,G,0.914856,-37.684389,8.66,19.41,Scl,
NGC0304,G,0.935006,24.126889,12.67,1.17,And,
NGC0306,OCl,0.903939,-72.242333,12.07,1.10,Tuc,
NGC0307,G,0.942383,-1.771944,12.79,1.61,Cet,
NGC0309,G,0.945183,-9.913861,12.17,2.23,Cet,
NGC0311,G,0.959092,30.280750,13.00,1.36,Psc,
NGC0312,G,0.937758,-52.782694,12.39,1.84,Phe,
NGC0315,G,0.963578,30.352444,11.60,2.86,Psc,
NGC0317A,G,0.960847,43.800778,13.56,1.21,And,
NGC0317B,G,0.961236,43.792250,13.94,0.97,And,
